imei,latitude,longitude,coordinates,datastatus,datastatus_description,hearttime_date,hearttime_time,hearttime_unix,TimeSinceUpdate,TimeAgo,status
355139085083134,10.615489,103.522547,"10.615489,103.522547",4,Offline,2025-12-25,11:30:13,1766637013,1d0h59min,1d ago,success
355139085101308,11.551854,104.8718,"11.551854,104.8718",4,Offline,2024-09-21,10:47:22,1726890442,461d1h42min,1y ago,success
355139085085634,10.637703,103.532329,"10.637703,103.532329",4,Offline,2025-12-24,19:48:35,1766580515,1d16h41min,1d ago,success
355139085095021,11.8227,104.951777,"11.8227,104.951777",2,Online,2025-12-26,12:27:41,1766726861,0d0h2min,2min ago,success
355139085087010,11.538224,104.883014,"11.538224,104.883014",4,Offline,2025-01-22,16:04:55,1737536695,337d20h24min,11m ago,success
355139085087317,11.592595,104.92971,"11.592595,104.92971",2,Online,2025-12-26,12:28:53,1766726933,0d0h0min,0min ago,success
355139085086848,11.514973,104.86141,"11.514973,104.86141",4,Offline,2025-12-25,17:39:56,1766659196,0d18h49min,18h ago,success
355139085085766,11.555738,104.916104,"11.555738,104.916104",4,Offline,2025-12-24,17:42:06,1766572926,1d18h47min,1d ago,success
355139085085865,11.50836,104.854965,"11.50836,104.854965",4,Offline,2025-12-25,16:04:38,1766653478,0d20h25min,20h ago,success
355139085097159,11.563253,104.888301,"11.563253,104.888301",4,Offline,2025-12-24,17:28:28,1766572108,1d19h1min,1d ago,success
355139085100441,11.575657,104.899458,"11.575657,104.899458",4,Offline,2025-12-25,16:04:47,1766653487,0d20h24min,20h ago,success
355139085087473,12.484693,106.108,"12.484693,106.108",4,Offline,2025-10-22,06:44:17,1761090257,65d5h45min,2m ago,success
355139085080205,11.828245,105.648647,"11.828245,105.648647",4,Offline,2025-12-25,16:10:54,1766653854,0d20h18min,20h ago,success
355139085083423,10.608447,103.612723,"10.608447,103.612723",4,Offline,2025-12-25,16:13:15,1766653995,0d20h16min,20h ago,success
355139084611307,11.536142,104.890624,"11.536142,104.890624",4,Offline,2025-12-25,16:34:29,1766655269,0d19h55min,19h ago,success
355139085101928,11.579578,104.864096,"11.579578,104.864096",4,Offline,2025-12-25,16:07:46,1766653666,0d20h21min,20h ago,success
355139085087606,11.533464,104.783657,"11.533464,104.783657",4,Offline,2025-12-26,09:25:16,1766715916,0d3h4min,3h ago,success
355139085085048,11.805223,105.472555,"11.805223,105.472555",4,Offline,2025-12-25,17:42:29,1766659349,0d18h47min,18h ago,success
355139085084066,13.572342,102.975212,"13.572342,102.975212",2,Online,2025-12-26,12:27:17,1766726837,0d0h2min,2min ago,success
355139084611034,11.512407,105.445432,"11.512407,105.445432",4,Offline,2025-12-25,15:12:13,1766650333,0d21h17min,21h ago,success
355139085085097,13.648102,102.569366,"13.648102,102.569366",4,Offline,2024-09-16,10:26:36,1726457196,466d2h3min,1y ago,success
355139085085303,13.678124,102.566897,"13.678124,102.566897",4,Offline,2025-12-26,11:59:22,1766725162,0d0h30min,30min ago,success
355139085088661,11.064793,106.133087,"11.064793,106.133087",4,Offline,2025-12-25,17:20:33,1766658033,0d19h9min,19h ago,success
355139085085931,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4377d13h29min,11y ago,success
355139085083787,10.639952,103.534272,"10.639952,103.534272",4,Offline,2025-12-25,11:42:29,1766637749,1d0h47min,1d ago,success
355139085085147,13.678407,102.562937,"13.678407,102.562937",4,Offline,2025-09-10,17:35:20,1757500520,106d18h54min,3m ago,success
355139085083688,10.623477,103.53396,"10.623477,103.53396",4,Offline,2025-12-26,10:40:11,1766720411,0d1h49min,1h ago,success
355139085101746,12.360042,106.47575,"12.360042,106.47575",4,Offline,2025-03-18,17:13:59,1742292839,282d19h15min,9m ago,success
355139085085246,11.590864,104.85556,"11.590864,104.85556",2,Online,2025-12-26,12:27:46,1766726866,0d0h1min,1min ago,success
355139085087655,11.565218,104.84814,"11.565218,104.84814",4,Offline,2025-12-25,16:05:35,1766653535,0d20h24min,20h ago,success
355139085088042,13.675759,102.560943,"13.675759,102.560943",4,Offline,2025-09-02,09:53:13,1756781593,115d2h36min,3m ago,success
355139085104443,11.062252,106.129899,"11.062252,106.129899",4,Offline,2025-11-18,13:58:10,1763449090,37d22h31min,1m ago,success
355139085093885,11.477735,104.957792,"11.477735,104.957792",4,Offline,2025-12-25,11:27:08,1766636828,1d1h2min,1d ago,success
355139085088653,11.532611,104.876787,"11.532611,104.876787",2,Online,2025-12-26,12:21:25,1766726485,0d0h8min,8min ago,success
355139085100839,11.537307,104.883135,"11.537307,104.883135",4,Offline,2024-09-11,14:01:17,1726038077,470d22h28min,1y ago,success
355139085087648,11.533627,104.8127,"11.533627,104.8127",4,Offline,2025-08-01,16:58:27,1754042307,146d19h31min,4m ago,success
355139085086376,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4377d13h29min,11y ago,success
355139085088372,13.676866,102.56234,"13.676866,102.56234",4,Offline,2025-09-19,16:30:27,1758274227,97d19h59min,3m ago,success
355139085087754,11.605924,103.035513,"11.605924,103.035513",4,Offline,2025-12-25,16:09:47,1766653787,0d20h19min,20h ago,success
355139085086921,13.659288,102.553379,"13.659288,102.553379",4,Offline,2025-12-25,07:49:35,1766623775,1d4h40min,1d ago,success
355139085100284,11.720365,105.431607,"11.720365,105.431607",4,Offline,2025-12-26,11:28:31,1766723311,0d1h1min,1h ago,success
355139085087598,10.617868,103.546155,"10.617868,103.546155",4,Offline,2025-12-25,10:43:09,1766634189,1d1h46min,1d ago,success
355139085100482,11.076184,106.169988,"11.076184,106.169988",4,Offline,2025-12-09,11:52:54,1765255974,17d0h36min,17d ago,success
355139085086111,13.623176,102.62361,"13.623176,102.62361",4,Offline,2025-12-25,09:54:04,1766631244,1d2h35min,1d ago,success
355139085087036,10.59045,103.539405,"10.59045,103.539405",4,Offline,2025-12-22,11:39:21,1766378361,4d0h50min,4d ago,success
355139085089040,10.569152,103.55502,"10.569152,103.55502",4,Offline,2025-12-25,16:11:37,1766653897,0d20h18min,20h ago,success
355139085097480,11.561653,104.839013,"11.561653,104.839013",4,Offline,2025-12-25,10:11:53,1766632313,1d2h17min,1d ago,success
355139085088695,11.545824,104.899297,"11.545824,104.899297",4,Offline,2025-08-30,12:14:38,1756530878,118d0h15min,3m ago,success
355139085101381,11.530984,104.864113,"11.530984,104.864113",4,Offline,2025-09-28,08:48:23,1759024103,89d3h41min,2m ago,success
355139085104591,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4377d13h29min,11y ago,success
355139085100425,11.560388,104.861035,"11.560388,104.861035",2,Online,2025-12-26,12:26:32,1766726792,0d0h3min,3min ago,success
355139085101936,11.516718,104.936021,"11.516718,104.936021",4,Offline,2025-12-25,16:09:59,1766653799,0d20h19min,20h ago,success
355139085085394,10.635329,103.533924,"10.635329,103.533924",4,Offline,2025-08-28,15:15:33,1756368933,119d21h14min,3m ago,success
355139085085683,11.545738,104.89915,"11.545738,104.89915",4,Offline,2025-12-12,14:03:00,1765522980,13d22h26min,13d ago,success
355139085085782,10.612735,103.541663,"10.612735,103.541663",4,Offline,2025-12-25,06:51:31,1766620291,1d5h38min,1d ago,success
355139085101589,10.635189,103.559493,"10.635189,103.559493",4,Offline,2025-12-26,10:56:27,1766721387,0d1h33min,1h ago,success
355139085095682,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4377d13h29min,11y ago,success
355139085089925,10.622394,103.529454,"10.622394,103.529454",4,Offline,2025-12-25,11:13:34,1766636014,1d1h16min,1d ago,success
355139085088687,10.616331,103.522464,"10.616331,103.522464",4,Offline,2025-12-19,19:11:11,1766146271,6d17h18min,6d ago,success
355139085088463,10.622954,103.525144,"10.622954,103.525144",4,Offline,2025-12-24,12:57:02,1766555822,1d23h32min,1d ago,success
355139085080155,11.549305,104.89957,"11.549305,104.89957",4,Offline,2025-12-25,16:18:51,1766654331,0d20h10min,20h ago,success
355139085083985,10.632059,103.549135,"10.632059,103.549135",4,Offline,2025-12-25,09:18:42,1766629122,1d3h11min,1d ago,success
355139085098579,11.552488,104.891949,"11.552488,104.891949",4,Offline,2025-12-25,16:27:35,1766654855,0d20h2min,20h ago,success
355139085095377,10.637594,103.531633,"10.637594,103.531633",4,Offline,2025-08-08,04:16:01,1754601361,140d8h13min,4m ago,success
355139085098199,10.620023,103.516409,"10.620023,103.516409",4,Offline,2025-10-25,01:22:30,1761330150,62d11h7min,2m ago,success
355139085101035,13.645144,102.59405,"13.645144,102.59405",4,Offline,2025-12-26,09:16:04,1766715364,0d3h13min,3h ago,success
355139085096771,11.590139,104.897565,"11.590139,104.897565",4,Offline,2025-07-08,19:18:54,1751977134,170d17h10min,5m ago,success
355139085087671,10.634963,103.532195,"10.634963,103.532195",4,Offline,2025-11-19,13:13:35,1763532815,36d23h16min,1m ago,success
355139085094362,10.59828,103.627672,"10.59828,103.627672",4,Offline,2025-05-03,13:43:15,1746254595,236d22h46min,7m ago,success
355139085100458,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4377d13h29min,11y ago,success
355139085097894,13.324411,103.840509,"13.324411,103.840509",4,Offline,2025-12-25,10:12:31,1766632351,1d2h17min,1d ago,success
355139085100516,10.629893,103.520618,"10.629893,103.520618",4,Offline,2025-12-25,10:50:06,1766634606,1d1h39min,1d ago,success
355139085101142,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4377d13h29min,11y ago,success
355139085097514,11.567704,104.90559,"11.567704,104.90559",4,Offline,2025-12-24,17:03:11,1766570591,1d19h26min,1d ago,success
355139085101365,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4377d13h29min,11y ago,success
355139085101480,10.607878,103.521554,"10.607878,103.521554",4,Offline,2025-12-26,10:46:35,1766720795,0d1h43min,1h ago,success
355139085096813,10.568132,103.5613,"10.568132,103.5613",4,Offline,2025-12-24,16:54:15,1766570055,1d19h35min,1d ago,success
355139085100607,11.573486,104.899175,"11.573486,104.899175",4,Offline,2025-12-25,17:31:14,1766658674,0d18h58min,18h ago,success
355139085094750,11.557038,104.90237,"11.557038,104.90237",4,Offline,2025-12-25,13:36:44,1766644604,0d22h52min,22h ago,success
355139085097407,10.626798,103.504542,"10.626798,103.504542",4,Offline,2025-12-25,07:58:37,1766624317,1d4h31min,1d ago,success
355139085097431,10.610711,103.528214,"10.610711,103.528214",2,Online,2025-12-26,12:23:29,1766726609,0d0h6min,6min ago,success
355139085104583,10.654071,103.791709,"10.654071,103.791709",4,Offline,2025-12-25,13:10:59,1766643059,0d23h18min,23h ago,success
355139085100615,11.551955,104.914022,"11.551955,104.914022",4,Offline,2025-03-14,06:12:15,1741907535,287d6h17min,9m ago,success
355139085100508,13.675764,102.562799,"13.675764,102.562799",4,Offline,2025-12-25,10:26:01,1766633161,1d2h3min,1d ago,success
355139085097076,10.624147,103.525612,"10.624147,103.525612",4,Offline,2025-12-25,16:27:29,1766654849,0d20h2min,20h ago,success
355139085096714,10.586136,103.547648,"10.586136,103.547648",4,Offline,2025-11-10,02:39:20,1762717160,46d9h50min,1m ago,success
355139085093760,11.505922,104.855345,"11.505922,104.855345",4,Offline,2025-12-25,16:27:29,1766654849,0d20h2min,20h ago,success
355139085101159,10.618322,103.521653,"10.618322,103.521653",4,Offline,2025-12-25,16:37:27,1766655447,0d19h52min,19h ago,success
355139085100409,10.685966,104.395113,"10.685966,104.395113",4,Offline,2025-12-25,17:04:13,1766657053,0d19h25min,19h ago,success
355139084405007,11.545718,104.89936,"11.545718,104.89936",4,Offline,2025-03-04,16:22:38,1741080158,296d20h7min,9m ago,success
355139085096888,11.562633,104.887707,"11.562633,104.887707",4,Offline,2025-12-25,16:27:51,1766654871,0d20h1min,20h ago,success
355139085096946,12.460483,104.446417,"12.460483,104.446417",2,Online,2025-12-26,12:29:10,1766726950,0d0h0min,0min ago,success
355139085094388,11.609084,104.858139,"11.609084,104.858139",4,Offline,2025-03-01,01:06:11,1740765971,300d11h23min,10m ago,success
355139085096805,11.591203,104.901711,"11.591203,104.901711",4,Offline,2025-12-24,10:17:12,1766546232,2d2h12min,2d ago,success
355139085101027,10.602244,103.532306,"10.602244,103.532306",4,Offline,2025-12-26,01:43:42,1766688222,0d10h46min,10h ago,success
355139085099056,11.517889,104.862696,"11.517889,104.862696",4,Offline,2025-12-25,10:32:34,1766633554,1d1h57min,1d ago,success
355139085096391,11.179213,104.646643,"11.179213,104.646643",4,Offline,2025-12-25,16:35:58,1766655358,0d19h53min,19h ago,success
355139085097290,11.999355,105.454013,"11.999355,105.454013",4,Offline,2025-12-25,16:38:57,1766655537,0d19h50min,19h ago,success
355139085095567,11.554492,104.920818,"11.554492,104.920818",4,Offline,2025-12-25,17:05:56,1766657156,0d19h23min,19h ago,success
355139085101944,11.244515,105.426857,"11.244515,105.426857",4,Offline,2025-12-25,17:23:36,1766658216,0d19h6min,19h ago,success
355139085097092,10.627439,103.509089,"10.627439,103.509089",2,Online,2025-12-26,12:28:52,1766726932,0d0h0min,0min ago,success
355139085100797,11.642392,102.930664,"11.642392,102.930664",4,Offline,2025-07-05,09:31:36,1751682696,174d2h58min,5m ago,success
355139085098330,11.076065,106.170022,"11.076065,106.170022",4,Offline,2025-12-25,16:38:34,1766655514,0d19h51min,19h ago,success
355139085096920,11.060936,106.151289,"11.060936,106.151289",4,Offline,2025-12-25,17:05:24,1766657124,0d19h24min,19h ago,success
355139085081104,11.574311,104.927156,"11.574311,104.927156",2,Online,2025-12-26,12:29:01,1766726941,0d0h0min,0min ago,success
355139085097415,11.55194,104.942528,"11.55194,104.942528",4,Offline,2025-12-26,09:15:21,1766715321,0d3h14min,3h ago,success
355139085097522,10.606425,103.529468,"10.606425,103.529468",4,Offline,2025-12-25,16:52:21,1766656341,0d19h37min,19h ago,success
355139085097175,10.631687,103.527437,"10.631687,103.527437",4,Offline,2025-12-25,16:29:16,1766654956,0d20h0min,20h ago,success
355139085100524,13.66876,102.575123,"13.66876,102.575123",4,Offline,2025-08-26,03:59:14,1756155554,122d8h30min,4m ago,success
355139085100359,12.177624,105.13325,"12.177624,105.13325",2,Online,2025-12-26,12:21:09,1766726469,0d0h8min,8min ago,success
355139085101316,10.612655,103.526613,"10.612655,103.526613",4,Offline,2025-12-25,16:26:34,1766654794,0d20h3min,20h ago,success
355139085101332,10.639298,103.552352,"10.639298,103.552352",4,Offline,2025-12-24,10:01:39,1766545299,2d2h28min,2d ago,success
355139085097647,10.594919,103.622718,"10.594919,103.622718",4,Offline,2025-12-24,09:46:55,1766544415,2d2h42min,2d ago,success
355139085094636,10.623251,103.529221,"10.623251,103.529221",4,Offline,2025-12-24,17:37:46,1766572666,1d18h51min,1d ago,success
355139085105036,10.63869,103.558556,"10.63869,103.558556",4,Offline,2025-12-26,12:02:47,1766725367,0d0h26min,26min ago,success
355139085100953,10.626897,103.533047,"10.626897,103.533047",4,Offline,2025-12-26,09:31:32,1766716292,0d2h58min,2h ago,success
355139085097449,11.55652,104.87254,"11.55652,104.87254",4,Offline,2025-12-26,11:11:46,1766722306,0d1h17min,1h ago,success
355139085101662,11.560252,104.894223,"11.560252,104.894223",4,Offline,2025-07-24,15:56:03,1753347363,154d20h33min,5m ago,success
355139085080056,11.570812,104.909852,"11.570812,104.909852",4,Offline,2025-06-28,17:37:09,1751107029,180d18h52min,6m ago,success
355139085101324,11.520052,104.884053,"11.520052,104.884053",4,Offline,2025-12-25,16:40:51,1766655651,0d19h48min,19h ago,success
355139085100474,11.547015,104.891715,"11.547015,104.891715",4,Offline,2025-12-07,11:12:08,1765080728,19d1h17min,19d ago,success
355139085098314,10.610987,103.523875,"10.610987,103.523875",4,Offline,2025-12-25,16:32:12,1766655132,0d19h57min,19h ago,success
355139085093539,10.632722,103.547776,"10.632722,103.547776",4,Offline,2025-12-25,16:43:04,1766655784,0d19h46min,19h ago,success
355139085095906,11.569991,104.888146,"11.569991,104.888146",4,Offline,2024-10-30,16:32:32,1730280752,421d19h57min,1y ago,success
355139085093182,11.576482,104.891317,"11.576482,104.891317",4,Offline,2025-12-26,11:36:19,1766723779,0d0h53min,53min ago,success
355139085101456,11.545637,104.899173,"11.545637,104.899173",4,Offline,2025-12-12,22:56:45,1765555005,13d13h32min,13d ago,success
355139085100417,11.069634,106.135419,"11.069634,106.135419",4,Offline,2025-12-25,19:03:56,1766664236,0d17h25min,17h ago,success
355139085094149,10.630842,103.550114,"10.630842,103.550114",4,Offline,2025-12-26,12:11:44,1766725904,0d0h17min,17min ago,success
355139085097126,11.566764,104.897935,"11.566764,104.897935",2,Online,2025-12-26,12:28:52,1766726932,0d0h0min,0min ago,success
355139085094768,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4377d13h29min,11y ago,success
355139085104641,13.476502,104.040523,"13.476502,104.040523",4,Offline,2025-12-25,16:43:50,1766655830,0d19h45min,19h ago,success
355139084612040,11.018844,106.090835,"11.018844,106.090835",4,Offline,2025-12-26,12:13:01,1766725981,0d0h16min,16min ago,success
355139085101563,10.622066,103.508302,"10.622066,103.508302",4,Offline,2025-12-25,16:45:33,1766655933,0d19h44min,19h ago,success
355139085100961,11.244223,104.521567,"11.244223,104.521567",2,Online,2025-12-26,12:26:29,1766726789,0d0h3min,3min ago,success
355139085101910,10.628123,103.521004,"10.628123,103.521004",4,Offline,2025-06-21,06:59:56,1750463996,188d5h29min,6m ago,success
355139085101399,11.540595,104.879201,"11.540595,104.879201",2,Online,2025-12-26,12:29:21,1766726961,0d0h0min,0min ago,success
355139085101530,11.27108,105.619517,"11.27108,105.619517",4,Offline,2025-12-25,15:23:14,1766650994,0d21h6min,21h ago,success
355139085096839,11.594647,104.860207,"11.594647,104.860207",4,Offline,2025-02-03,15:18:02,1738570682,325d21h11min,10m ago,success
355139085098124,10.637736,103.560148,"10.637736,103.560148",4,Offline,2025-05-25,08:46:58,1748137618,215d3h42min,7m ago,success
355139085097688,11.536473,104.847269,"11.536473,104.847269",2,Online,2025-12-26,12:28:58,1766726938,0d0h0min,0min ago,success
355139085101845,11.535954,104.845925,"11.535954,104.845925",2,Online,2025-12-26,12:27:15,1766726835,0d0h2min,2min ago,success
355139085104476,10.629256,103.510844,"10.629256,103.510844",2,Online,2025-12-26,12:28:07,1766726887,0d0h1min,1min ago,success
355139085101373,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4377d13h29min,11y ago,success
355139085094495,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4377d13h29min,11y ago,success
355139085101068,10.625194,103.500045,"10.625194,103.500045",4,Offline,2025-12-24,16:42:37,1766569357,1d19h47min,1d ago,success
355139085098108,11.501654,104.805607,"11.501654,104.805607",4,Offline,2025-12-25,17:26:05,1766658365,0d19h3min,19h ago,success
355139085099072,11.517338,104.869972,"11.517338,104.869972",2,Online,2025-12-26,12:27:12,1766726832,0d0h2min,2min ago,success
355139085095286,11.658403,105.159285,"11.658403,105.159285",2,Online,2025-12-26,12:29:15,1766726955,0d0h0min,0min ago,success
355139085098090,13.73081,103.634892,"13.73081,103.634892",2,Online,2025-12-26,12:24:05,1766726645,0d0h5min,5min ago,success
355139085101340,10.609295,103.531987,"10.609295,103.531987",4,Offline,2025-12-26,08:25:06,1766712306,0d4h4min,4h ago,success
355139084614954,11.511119,104.75227,"11.511119,104.75227",4,Offline,2025-12-26,10:12:36,1766718756,0d2h17min,2h ago,success
355139085099130,11.631061,104.937112,"11.631061,104.937112",2,Online,2025-12-26,12:28:40,1766726920,0d0h1min,1min ago,success
355139085097472,11.48281,104.919709,"11.48281,104.919709",4,Offline,2024-12-19,16:46:54,1734601614,371d19h42min,1y ago,success
355139085100938,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4377d13h29min,11y ago,success
355139085096367,10.633849,103.511214,"10.633849,103.511214",2,Online,2025-12-26,12:29:23,1766726963,0d0h0min,0min ago,success
355139085096748,11.556239,104.940728,"11.556239,104.940728",4,Offline,2025-12-25,17:29:43,1766658583,0d18h59min,18h ago,success
355139085095278,11.785298,105.837102,"11.785298,105.837102",4,Offline,2025-12-26,11:37:34,1766723854,0d0h52min,52min ago,success
355139085094321,11.812209,104.750228,"11.812209,104.750228",2,Online,2025-12-26,12:28:17,1766726897,0d0h1min,1min ago,success
355139085098173,12.074439,105.353707,"12.074439,105.353707",2,Online,2025-12-26,12:28:34,1766726914,0d0h1min,1min ago,success
355139085101449,11.039842,104.760792,"11.039842,104.760792",4,Offline,2025-12-25,11:26:08,1766636768,1d1h3min,1d ago,success
355139085101084,10.775664,104.412567,"10.775664,104.412567",4,Offline,2024-12-03,16:25:27,1733217927,387d20h4min,1y ago,success
355139085104492,11.635155,102.947132,"11.635155,102.947132",2,Online,2025-12-26,12:27:07,1766726827,0d0h2min,2min ago,success
355139085090337,10.601003,103.533668,"10.601003,103.533668",2,Online,2025-12-26,12:26:09,1766726769,0d0h3min,3min ago,success
355139085096730,10.610877,103.524233,"10.610877,103.524233",4,Offline,2025-11-01,17:38:13,1761993493,54d18h51min,1m ago,success
