imei,latitude,longitude,coordinates,datastatus,datastatus_description,hearttime_date,hearttime_time,hearttime_unix,TimeSinceUpdate,TimeAgo,status
355139085089743,10.623649,103.533377,"10.623649,103.533377",2,Online,2025-11-21,10:17:38,1763695058,0d0h6min,6min ago,success
355139085086616,13.676412,102.562083,"13.676412,102.562083",4,Offline,2025-11-20,12:18:41,1763615921,0d22h4min,22h ago,success
355139085104617,10.524019,104.293512,"10.524019,104.293512",4,Offline,2025-02-28,21:06:12,1740751572,265d13h17min,8m ago,success
355139085089776,10.611384,103.524948,"10.611384,103.524948",2,Online,2025-11-21,10:22:21,1763695341,0d0h1min,1min ago,success
355139085085030,11.074275,106.151648,"11.074275,106.151648",2,Online,2025-11-21,10:23:05,1763695385,0d0h0min,0min ago,success
355139085090220,10.636369,103.51583,"10.636369,103.51583",2,Online,2025-11-21,10:22:34,1763695354,0d0h1min,1min ago,success
355139085094206,11.545725,104.899222,"11.545725,104.899222",4,Offline,2025-03-18,12:33:00,1742275980,247d21h50min,8m ago,success
355139085085006,11.545758,104.899078,"11.545758,104.899078",4,Offline,2025-07-18,12:00:37,1752814837,125d22h23min,4m ago,success
355139085089024,10.573165,103.558066,"10.573165,103.558066",2,Online,2025-11-21,10:20:59,1763695259,0d0h2min,2min ago,success
355139085087788,10.621653,103.509433,"10.621653,103.509433",4,Offline,2025-11-21,09:50:43,1763693443,0d0h32min,32min ago,success
355139085088000,10.620875,103.525799,"10.620875,103.525799",4,Offline,2025-11-21,09:21:59,1763691719,0d1h1min,1h ago,success
355139085086020,10.627874,103.509752,"10.627874,103.509752",2,Online,2025-11-21,10:20:21,1763695221,0d0h3min,3min ago,success
355139085096706,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085086970,10.62258,103.502759,"10.62258,103.502759",2,Online,2025-11-21,10:22:40,1763695360,0d0h0min,0min ago,success
355139085094826,11.790548,105.892449,"11.790548,105.892449",4,Offline,2025-11-20,23:34:25,1763656465,0d10h49min,10h ago,success
355139085096573,11.054063,106.099022,"11.054063,106.099022",2,Online,2025-11-21,10:22:27,1763695347,0d0h1min,1min ago,success
355139085087622,10.628353,103.788159,"10.628353,103.788159",2,Online,2025-11-21,10:20:37,1763695237,0d0h3min,3min ago,success
355139085085857,11.540577,104.918313,"11.540577,104.918313",2,Online,2025-11-21,10:22:45,1763695365,0d0h0min,0min ago,success
355139085101050,11.74938,105.526551,"11.74938,105.526551",4,Offline,2025-06-21,00:14:33,1750439673,153d10h9min,5m ago,success
355139085079082,11.742944,105.952757,"11.742944,105.952757",2,Online,2025-11-21,10:22:19,1763695339,0d0h1min,1min ago,success
355139085101605,10.625012,103.518478,"10.625012,103.518478",2,Online,2025-11-21,10:20:21,1763695221,0d0h3min,3min ago,success
355139085086103,10.648618,103.516629,"10.648618,103.516629",2,Online,2025-11-21,10:20:22,1763695222,0d0h3min,3min ago,success
355139085085170,10.60958,103.524747,"10.60958,103.524747",4,Offline,2025-11-21,10:10:28,1763694628,0d0h13min,13min ago,success
355139085086244,11.618935,104.892362,"11.618935,104.892362",2,Online,2025-11-21,10:23:10,1763695390,0d0h0min,0min ago,success
355139085087531,11.641274,105.81634,"11.641274,105.81634",4,Offline,2025-11-21,10:12:44,1763694764,0d0h10min,10min ago,success
355139085101779,11.534099,104.824761,"11.534099,104.824761",2,Online,2025-11-21,10:21:36,1763695296,0d0h2min,2min ago,success
355139085101514,11.536503,104.899077,"11.536503,104.899077",2,Online,2025-11-21,10:21:18,1763695278,0d0h2min,2min ago,success
355139085087457,10.623307,103.53049,"10.623307,103.53049",4,Offline,2025-11-21,07:02:33,1763683353,0d3h21min,3h ago,success
355139085096912,11.524517,104.827119,"11.524517,104.827119",4,Offline,2025-05-31,22:05:25,1748703925,173d12h18min,5m ago,success
355139085086798,10.625682,103.521159,"10.625682,103.521159",2,Online,2025-11-21,10:22:32,1763695352,0d0h1min,1min ago,success
355139085086954,11.586419,104.843625,"11.586419,104.843625",2,Online,2025-11-21,10:22:59,1763695379,0d0h0min,0min ago,success
355139085086095,13.64784,102.5692,"13.64784,102.5692",4,Offline,2024-10-04,13:59:41,1728025181,412d20h23min,1y ago,success
355139085084736,11.53179,104.936095,"11.53179,104.936095",2,Online,2025-11-21,10:23:09,1763695389,0d0h0min,0min ago,success
355139084610283,11.480498,104.8158,"11.480498,104.8158",2,Online,2025-11-21,10:21:21,1763695281,0d0h2min,2min ago,success
355139085088356,10.623314,103.529021,"10.623314,103.529021",2,Online,2025-11-21,10:22:51,1763695371,0d0h0min,0min ago,success
355139085083134,10.636856,103.559962,"10.636856,103.559962",2,Online,2025-11-21,10:21:46,1763695306,0d0h1min,1min ago,success
355139085101308,11.551854,104.8718,"11.551854,104.8718",4,Offline,2024-09-21,10:47:22,1726890442,425d23h36min,1y ago,success
355139085085634,10.644133,103.538292,"10.644133,103.538292",4,Offline,2025-11-21,08:35:26,1763688926,0d1h48min,1h ago,success
355139085095021,11.815921,104.973634,"11.815921,104.973634",2,Online,2025-11-21,10:23:20,1763695400,0d0h0min,0min ago,success
355139085087010,11.538224,104.883014,"11.538224,104.883014",4,Offline,2025-01-22,16:04:55,1737536695,302d18h18min,10m ago,success
355139085087317,11.590404,104.928041,"11.590404,104.928041",2,Online,2025-11-21,10:22:31,1763695351,0d0h1min,1min ago,success
355139085086848,11.518355,104.785832,"11.518355,104.785832",2,Online,2025-11-21,10:22:57,1763695377,0d0h0min,0min ago,success
355139085085766,11.51843,104.765629,"11.51843,104.765629",2,Online,2025-11-21,10:22:40,1763695360,0d0h0min,0min ago,success
355139085085865,11.502185,104.846386,"11.502185,104.846386",2,Online,2025-11-21,10:23:02,1763695382,0d0h0min,0min ago,success
355139085097159,11.563257,104.8883,"11.563257,104.8883",2,Online,2025-11-21,10:21:52,1763695312,0d0h1min,1min ago,success
355139085100441,11.575696,104.899548,"11.575696,104.899548",2,Online,2025-11-21,10:22:41,1763695361,0d0h0min,0min ago,success
355139085087473,12.484693,106.108,"12.484693,106.108",4,Offline,2025-10-22,06:44:17,1761090257,30d3h39min,1m ago,success
355139085080205,11.790728,106.051899,"11.790728,106.051899",2,Online,2025-11-21,10:20:05,1763695205,0d0h3min,3min ago,success
355139085083423,10.556621,103.561317,"10.556621,103.561317",4,Offline,2025-11-21,10:10:46,1763694646,0d0h12min,12min ago,success
355139084611307,11.536144,104.890647,"11.536144,104.890647",2,Online,2025-11-21,10:22:34,1763695354,0d0h1min,1min ago,success
355139085101928,11.589583,104.868437,"11.589583,104.868437",2,Online,2025-11-21,10:23:02,1763695382,0d0h0min,0min ago,success
355139085087606,11.237303,104.776299,"11.237303,104.776299",2,Online,2025-11-21,10:21:23,1763695283,0d0h2min,2min ago,success
355139085085048,11.776078,105.618151,"11.776078,105.618151",2,Online,2025-11-21,10:22:56,1763695376,0d0h0min,0min ago,success
355139085084066,13.661779,102.589319,"13.661779,102.589319",2,Online,2025-11-21,10:22:28,1763695348,0d0h1min,1min ago,success
355139084611034,11.395727,105.482598,"11.395727,105.482598",2,Online,2025-11-21,10:22:18,1763695338,0d0h1min,1min ago,success
355139085085097,13.648102,102.569366,"13.648102,102.569366",4,Offline,2024-09-16,10:26:36,1726457196,430d23h57min,1y ago,success
355139085085303,13.66795,102.566313,"13.66795,102.566313",4,Offline,2025-11-20,17:12:18,1763633538,0d17h11min,17h ago,success
355139085088661,11.066999,106.14765,"11.066999,106.14765",2,Online,2025-11-21,10:18:14,1763695094,0d0h5min,5min ago,success
355139085085931,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085083787,10.586385,103.548773,"10.586385,103.548773",2,Online,2025-11-21,10:21:04,1763695264,0d0h2min,2min ago,success
355139085085147,13.678407,102.562937,"13.678407,102.562937",4,Offline,2025-09-10,17:35:20,1757500520,71d16h48min,2m ago,success
355139085083688,10.604969,103.563178,"10.604969,103.563178",2,Online,2025-11-21,10:22:43,1763695363,0d0h0min,0min ago,success
355139085101746,12.360042,106.47575,"12.360042,106.47575",4,Offline,2025-03-18,17:13:59,1742292839,247d17h9min,8m ago,success
355139085085246,11.590798,104.855304,"11.590798,104.855304",2,Online,2025-11-21,10:22:03,1763695323,0d0h1min,1min ago,success
355139085087655,11.533587,104.955227,"11.533587,104.955227",2,Online,2025-11-21,10:23:16,1763695396,0d0h0min,0min ago,success
355139085088042,13.675759,102.560943,"13.675759,102.560943",4,Offline,2025-09-02,09:53:13,1756781593,80d0h30min,2m ago,success
355139085104443,11.062252,106.129899,"11.062252,106.129899",4,Offline,2025-11-18,13:58:10,1763449090,2d20h25min,2d ago,success
355139085093885,11.529683,104.897179,"11.529683,104.897179",2,Online,2025-11-21,10:22:35,1763695355,0d0h1min,1min ago,success
355139085088653,11.547737,104.885288,"11.547737,104.885288",4,Offline,2025-10-07,02:46:34,1759779994,45d7h37min,1m ago,success
355139085100839,11.537307,104.883135,"11.537307,104.883135",4,Offline,2024-09-11,14:01:17,1726038077,435d20h22min,1y ago,success
355139085087648,11.533627,104.8127,"11.533627,104.8127",4,Offline,2025-08-01,16:58:27,1754042307,111d17h25min,3m ago,success
355139085086376,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085088372,13.676866,102.56234,"13.676866,102.56234",4,Offline,2025-09-19,16:30:27,1758274227,62d17h53min,2m ago,success
355139085087754,11.646435,102.914213,"11.646435,102.914213",2,Online,2025-11-21,10:20:50,1763695250,0d0h2min,2min ago,success
355139085086921,13.668989,102.574381,"13.668989,102.574381",2,Online,2025-11-21,10:23:20,1763695400,0d0h0min,0min ago,success
355139085100284,13.67953,102.564427,"13.67953,102.564427",4,Offline,2025-11-21,06:10:56,1763680256,0d4h12min,4h ago,success
355139085087598,10.573416,103.557883,"10.573416,103.557883",2,Online,2025-11-21,10:23:14,1763695394,0d0h0min,0min ago,success
355139085100482,11.076184,106.169988,"11.076184,106.169988",4,Offline,2025-04-12,21:46:30,1744469190,222d12h37min,7m ago,success
355139085086111,13.655275,102.577617,"13.655275,102.577617",4,Offline,2025-11-21,09:51:09,1763693469,0d0h32min,32min ago,success
355139085087036,10.590169,103.539152,"10.590169,103.539152",2,Online,2025-11-21,10:20:53,1763695253,0d0h2min,2min ago,success
355139085089040,10.620862,103.511079,"10.620862,103.511079",4,Offline,2025-11-21,10:12:04,1763694724,0d0h11min,11min ago,success
355139085097480,11.209214,104.900989,"11.209214,104.900989",2,Online,2025-11-21,10:23:21,1763695401,0d0h0min,0min ago,success
355139085088695,11.545824,104.899297,"11.545824,104.899297",4,Offline,2025-08-30,12:14:38,1756530878,82d22h9min,2m ago,success
355139085101381,11.530984,104.864113,"11.530984,104.864113",4,Offline,2025-09-28,08:48:23,1759024103,54d1h35min,1m ago,success
355139085104591,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085100425,11.521655,104.938669,"11.521655,104.938669",2,Online,2025-11-21,10:21:38,1763695298,0d0h2min,2min ago,success
355139085101936,11.577376,104.878532,"11.577376,104.878532",2,Online,2025-11-21,10:21:24,1763695284,0d0h2min,2min ago,success
355139085085394,10.635329,103.533924,"10.635329,103.533924",4,Offline,2025-08-28,15:15:33,1756368933,84d19h8min,2m ago,success
355139085085683,11.591268,104.897583,"11.591268,104.897583",2,Online,2025-11-21,10:21:14,1763695274,0d0h2min,2min ago,success
355139085085782,10.612811,103.541824,"10.612811,103.541824",4,Offline,2025-11-21,10:03:16,1763694196,0d0h20min,20min ago,success
355139085101589,11.55533,104.821215,"11.55533,104.821215",2,Online,2025-11-21,10:23:06,1763695386,0d0h0min,0min ago,success
355139085095682,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085089925,10.622213,103.530566,"10.622213,103.530566",2,Online,2025-11-21,10:16:54,1763695014,0d0h6min,6min ago,success
355139085088687,10.765747,104.447443,"10.765747,104.447443",2,Online,2025-11-21,10:23:16,1763695396,0d0h0min,0min ago,success
355139085088463,10.6238,103.516893,"10.6238,103.516893",4,Offline,2025-11-21,10:10:24,1763694624,0d0h13min,13min ago,success
355139085080155,11.579824,104.91707,"11.579824,104.91707",2,Online,2025-11-21,10:22:55,1763695375,0d0h0min,0min ago,success
355139085083985,10.657778,103.520966,"10.657778,103.520966",2,Online,2025-11-21,10:15:38,1763694938,0d0h8min,8min ago,success
355139085098579,11.639519,104.881975,"11.639519,104.881975",2,Online,2025-11-21,10:23:16,1763695396,0d0h0min,0min ago,success
355139085095377,10.637594,103.531633,"10.637594,103.531633",4,Offline,2025-08-08,04:16:01,1754601361,105d6h7min,3m ago,success
355139085098199,10.620023,103.516409,"10.620023,103.516409",4,Offline,2025-10-25,01:22:30,1761330150,27d9h1min,27d ago,success
355139085101035,13.633682,102.603547,"13.633682,102.603547",4,Offline,2025-11-21,00:31:15,1763659875,0d9h52min,9h ago,success
355139085096771,11.590139,104.897565,"11.590139,104.897565",4,Offline,2025-07-08,19:18:54,1751977134,135d15h4min,4m ago,success
355139085087671,10.634963,103.532195,"10.634963,103.532195",4,Offline,2025-11-19,13:13:35,1763532815,1d21h10min,1d ago,success
355139085094362,10.59828,103.627672,"10.59828,103.627672",4,Offline,2025-05-03,13:43:15,1746254595,201d20h40min,6m ago,success
355139085100458,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085097894,13.658689,102.578947,"13.658689,102.578947",4,Offline,2025-11-21,08:26:43,1763688403,0d1h56min,1h ago,success
355139085100516,10.629839,103.520505,"10.629839,103.520505",2,Online,2025-11-21,10:21:41,1763695301,0d0h1min,1min ago,success
355139085101142,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085097514,11.592208,104.890769,"11.592208,104.890769",2,Online,2025-11-21,10:23:09,1763695389,0d0h0min,0min ago,success
355139085101365,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085101480,10.567345,103.560439,"10.567345,103.560439",2,Online,2025-11-21,10:20:40,1763695240,0d0h2min,2min ago,success
355139085096813,10.571063,103.558305,"10.571063,103.558305",4,Offline,2025-11-21,09:15:34,1763691334,0d1h8min,1h ago,success
355139085100607,11.594352,104.903414,"11.594352,104.903414",2,Online,2025-11-21,10:20:55,1763695255,0d0h2min,2min ago,success
355139085094750,11.556654,104.901724,"11.556654,104.901724",2,Online,2025-11-21,10:21:03,1763695263,0d0h2min,2min ago,success
355139085097407,10.62885,103.508894,"10.62885,103.508894",2,Online,2025-11-21,10:21:56,1763695316,0d0h1min,1min ago,success
355139085097431,10.620372,103.510672,"10.620372,103.510672",4,Offline,2025-09-10,22:43:47,1757519027,71d11h39min,2m ago,success
355139085104583,11.529665,104.724155,"11.529665,104.724155",2,Online,2025-11-21,10:22:07,1763695327,0d0h1min,1min ago,success
355139085100615,11.551955,104.914022,"11.551955,104.914022",4,Offline,2025-03-14,06:12:15,1741907535,252d4h11min,8m ago,success
355139085100508,13.6611,102.551014,"13.6611,102.551014",4,Offline,2025-11-21,09:09:38,1763690978,0d1h14min,1h ago,success
355139085097076,10.62216,103.518638,"10.62216,103.518638",2,Online,2025-11-21,10:20:55,1763695255,0d0h2min,2min ago,success
355139085096714,10.586136,103.547648,"10.586136,103.547648",4,Offline,2025-11-10,02:39:20,1762717160,11d7h44min,11d ago,success
355139085093760,11.505965,104.855298,"11.505965,104.855298",2,Online,2025-11-21,10:20:32,1763695232,0d0h3min,3min ago,success
355139085101159,10.618357,103.521957,"10.618357,103.521957",2,Online,2025-11-21,10:17:32,1763695052,0d0h6min,6min ago,success
355139085100409,10.686016,104.395084,"10.686016,104.395084",2,Online,2025-11-21,10:21:03,1763695263,0d0h2min,2min ago,success
355139084405007,11.545718,104.89936,"11.545718,104.89936",4,Offline,2025-03-04,16:22:38,1741080158,261d18h1min,8m ago,success
355139085096888,11.556193,104.931742,"11.556193,104.931742",2,Online,2025-11-21,10:23:18,1763695398,0d0h0min,0min ago,success
355139085096946,11.710439,104.837807,"11.710439,104.837807",2,Online,2025-11-21,10:23:20,1763695400,0d0h0min,0min ago,success
355139085094388,11.609084,104.858139,"11.609084,104.858139",4,Offline,2025-03-01,01:06:11,1740765971,265d9h17min,8m ago,success
355139085096805,11.555589,104.91087,"11.555589,104.91087",2,Online,2025-11-21,10:23:07,1763695387,0d0h0min,0min ago,success
355139085101027,10.617676,103.533253,"10.617676,103.533253",2,Online,2025-11-21,10:22:44,1763695364,0d0h0min,0min ago,success
355139085099056,11.519194,104.862625,"11.519194,104.862625",2,Online,2025-11-21,10:23:00,1763695380,0d0h0min,0min ago,success
355139085096391,11.179217,104.646646,"11.179217,104.646646",2,Online,2025-11-21,10:22:50,1763695370,0d0h0min,0min ago,success
355139085097290,12.016005,105.46271,"12.016005,105.46271",2,Online,2025-11-21,10:21:37,1763695297,0d0h2min,2min ago,success
355139085095567,11.575916,104.827025,"11.575916,104.827025",2,Online,2025-11-21,10:23:19,1763695399,0d0h0min,0min ago,success
355139085101944,11.244347,105.43497,"11.244347,105.43497",2,Online,2025-11-21,10:22:44,1763695364,0d0h0min,0min ago,success
355139085097092,10.627438,103.509052,"10.627438,103.509052",2,Online,2025-11-21,10:20:55,1763695255,0d0h2min,2min ago,success
355139085100797,11.642392,102.930664,"11.642392,102.930664",4,Offline,2025-07-05,09:31:36,1751682696,139d0h52min,4m ago,success
355139085098330,11.062693,106.120805,"11.062693,106.120805",2,Online,2025-11-21,10:21:15,1763695275,0d0h2min,2min ago,success
355139085096920,11.062617,106.120999,"11.062617,106.120999",2,Online,2025-11-21,10:20:48,1763695248,0d0h2min,2min ago,success
355139085081104,11.54985,104.900334,"11.54985,104.900334",2,Online,2025-11-21,10:23:14,1763695394,0d0h0min,0min ago,success
355139085097415,11.195363,104.789694,"11.195363,104.789694",2,Online,2025-11-21,10:23:14,1763695394,0d0h0min,0min ago,success
355139085097522,10.602108,103.530653,"10.602108,103.530653",4,Offline,2025-11-21,08:08:53,1763687333,0d2h14min,2h ago,success
355139085097175,10.616103,103.522595,"10.616103,103.522595",4,Offline,2025-11-21,09:49:48,1763693388,0d0h33min,33min ago,success
355139085100524,13.66876,102.575123,"13.66876,102.575123",4,Offline,2025-08-26,03:59:14,1756155554,87d6h24min,2m ago,success
355139085100359,12.182854,105.128686,"12.182854,105.128686",4,Offline,2025-09-11,00:39:42,1757525982,71d9h43min,2m ago,success
355139085101316,10.601906,103.530757,"10.601906,103.530757",2,Online,2025-11-21,10:22:50,1763695370,0d0h0min,0min ago,success
355139085101332,10.602607,103.53276,"10.602607,103.53276",2,Online,2025-11-21,10:22:08,1763695328,0d0h1min,1min ago,success
355139085097647,10.633069,103.634322,"10.633069,103.634322",2,Online,2025-11-21,10:22:04,1763695324,0d0h1min,1min ago,success
355139085094636,10.623473,103.52896,"10.623473,103.52896",2,Online,2025-11-21,10:22:41,1763695361,0d0h0min,0min ago,success
355139085105036,10.638696,103.558472,"10.638696,103.558472",4,Offline,2025-11-21,07:21:02,1763684462,0d3h2min,3h ago,success
355139085100953,10.626855,103.533005,"10.626855,103.533005",4,Offline,2025-11-21,09:59:24,1763693964,0d0h24min,24min ago,success
355139085097449,11.613269,105.113906,"11.613269,105.113906",2,Online,2025-11-21,10:20:46,1763695246,0d0h2min,2min ago,success
355139085101662,11.560252,104.894223,"11.560252,104.894223",4,Offline,2025-07-24,15:56:03,1753347363,119d18h27min,3m ago,success
355139085080056,11.570812,104.909852,"11.570812,104.909852",4,Offline,2025-06-28,17:37:09,1751107029,145d16h46min,4m ago,success
355139085101324,11.520552,104.887289,"11.520552,104.887289",2,Online,2025-11-21,10:23:06,1763695386,0d0h0min,0min ago,success
355139085100474,14.228356,104.077025,"14.228356,104.077025",2,Online,2025-11-21,10:22:34,1763695354,0d0h1min,1min ago,success
355139085098314,10.60492,103.535044,"10.60492,103.535044",2,Online,2025-11-21,10:17:59,1763695079,0d0h5min,5min ago,success
355139085093539,10.625183,103.526355,"10.625183,103.526355",2,Online,2025-11-21,10:16:48,1763695008,0d0h6min,6min ago,success
355139085095906,11.569991,104.888146,"11.569991,104.888146",4,Offline,2024-10-30,16:32:32,1730280752,386d17h51min,1y ago,success
355139085093182,11.57763,104.880134,"11.57763,104.880134",2,Online,2025-11-21,10:21:30,1763695290,0d0h2min,2min ago,success
355139085101456,11.525319,104.923248,"11.525319,104.923248",2,Online,2025-11-21,10:23:14,1763695394,0d0h0min,0min ago,success
355139085100417,11.061527,106.126175,"11.061527,106.126175",2,Online,2025-11-21,10:21:24,1763695284,0d0h2min,2min ago,success
355139085094149,10.625166,103.561147,"10.625166,103.561147",4,Offline,2025-09-11,04:59:12,1757541552,71d5h24min,2m ago,success
355139085097126,11.594839,104.860144,"11.594839,104.860144",2,Online,2025-11-21,10:22:18,1763695338,0d0h1min,1min ago,success
355139085094768,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085104641,13.653072,102.559607,"13.653072,102.559607",4,Offline,2025-11-21,09:51:47,1763693507,0d0h31min,31min ago,success
355139084612040,11.072142,106.161725,"11.072142,106.161725",2,Online,2025-11-21,10:23:12,1763695392,0d0h0min,0min ago,success
355139085101563,10.622059,103.559859,"10.622059,103.559859",2,Online,2025-11-21,10:16:47,1763695007,0d0h6min,6min ago,success
355139085100961,11.244219,104.521587,"11.244219,104.521587",2,Online,2025-11-21,10:23:04,1763695384,0d0h0min,0min ago,success
355139085101910,10.628123,103.521004,"10.628123,103.521004",4,Offline,2025-06-21,06:59:56,1750463996,153d3h23min,5m ago,success
355139085101399,11.56549,104.8318,"11.56549,104.8318",4,Offline,2025-11-21,10:09:12,1763694552,0d0h14min,14min ago,success
355139085101530,13.667558,102.591494,"13.667558,102.591494",2,Online,2025-11-21,10:22:11,1763695331,0d0h1min,1min ago,success
355139085096839,11.594647,104.860207,"11.594647,104.860207",4,Offline,2025-02-03,15:18:02,1738570682,290d19h5min,9m ago,success
355139085098124,10.637736,103.560148,"10.637736,103.560148",4,Offline,2025-05-25,08:46:58,1748137618,180d1h36min,6m ago,success
355139085097688,11.585075,104.913472,"11.585075,104.913472",2,Online,2025-11-21,10:23:19,1763695399,0d0h0min,0min ago,success
355139085101845,11.535994,104.847582,"11.535994,104.847582",2,Online,2025-11-21,10:22:52,1763695372,0d0h0min,0min ago,success
355139085104476,10.609158,103.525444,"10.609158,103.525444",2,Online,2025-11-21,10:21:42,1763695302,0d0h1min,1min ago,success
355139085101373,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085094495,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085101068,10.624389,103.529539,"10.624389,103.529539",2,Online,2025-11-21,10:21:59,1763695319,0d0h1min,1min ago,success
355139085098108,11.499733,104.791445,"11.499733,104.791445",2,Online,2025-11-21,10:23:06,1763695386,0d0h0min,0min ago,success
355139085099072,11.517357,104.869903,"11.517357,104.869903",2,Online,2025-11-21,10:21:50,1763695310,0d0h1min,1min ago,success
355139085095286,11.581744,104.853415,"11.581744,104.853415",2,Online,2025-11-21,10:22:58,1763695378,0d0h0min,0min ago,success
355139085098090,14.012964,103.653687,"14.012964,103.653687",4,Offline,2025-09-11,03:32:47,1757536367,71d6h50min,2m ago,success
355139085101340,10.611229,103.533263,"10.611229,103.533263",4,Offline,2025-11-21,08:28:09,1763688489,0d1h55min,1h ago,success
355139084614954,11.510727,104.752127,"11.510727,104.752127",2,Online,2025-11-21,10:21:01,1763695261,0d0h2min,2min ago,success
355139085099130,11.631,104.937241,"11.631,104.937241",2,Online,2025-11-21,10:21:33,1763695293,0d0h2min,2min ago,success
355139085097472,11.48281,104.919709,"11.48281,104.919709",4,Offline,2024-12-19,16:46:54,1734601614,336d17h36min,11m ago,success
355139085100938,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4342d11h23min,11y ago,success
355139085096367,10.636122,103.504495,"10.636122,103.504495",2,Online,2025-11-21,10:23:20,1763695400,0d0h0min,0min ago,success
355139085096748,11.567579,104.9132,"11.567579,104.9132",2,Online,2025-11-21,10:23:09,1763695389,0d0h0min,0min ago,success
355139085095278,11.785287,105.837077,"11.785287,105.837077",4,Offline,2025-09-10,23:34:36,1757522076,71d10h49min,2m ago,success
355139085094321,11.84739,104.995047,"11.84739,104.995047",2,Online,2025-11-21,10:22:15,1763695335,0d0h1min,1min ago,success
355139085098173,11.614393,104.86131,"11.614393,104.86131",2,Online,2025-11-21,10:23:19,1763695399,0d0h0min,0min ago,success
355139085101449,11.167137,105.017498,"11.167137,105.017498",2,Online,2025-11-21,10:21:24,1763695284,0d0h2min,2min ago,success
355139085101084,10.775664,104.412567,"10.775664,104.412567",4,Offline,2024-12-03,16:25:27,1733217927,352d17h58min,11m ago,success
355139085104492,11.6486,102.912047,"11.6486,102.912047",2,Online,2025-11-21,10:20:40,1763695240,0d0h2min,2min ago,success
355139085090337,10.600898,103.533537,"10.600898,103.533537",4,Offline,2025-11-21,10:05:38,1763694338,0d0h18min,18min ago,success
355139085096730,10.610877,103.524233,"10.610877,103.524233",4,Offline,2025-11-01,17:38:13,1761993493,19d16h45min,19d ago,success
355139085097266,11.545852,104.899151,"11.545852,104.899151",4,Offline,2025-03-13,22:05:35,1741878335,252d12h18min,8m ago,success
