imei,latitude,longitude,coordinates,datastatus,datastatus_description,hearttime_date,hearttime_time,hearttime_unix,TimeSinceUpdate,TimeAgo,status
355139085104591,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4355d19h10min,11y ago,success
355139085100425,11.55981,104.860654,"11.55981,104.860654",2,Online,2025-12-04,18:09:54,1764846594,0d0h0min,0min ago,success
355139085101936,11.516723,104.936019,"11.516723,104.936019",2,Online,2025-12-04,18:09:37,1764846577,0d0h1min,1min ago,success
355139085085394,10.635329,103.533924,"10.635329,103.533924",4,Offline,2025-08-28,15:15:33,1756368933,98d2h55min,3m ago,success
355139085085683,11.591308,104.897684,"11.591308,104.897684",2,Online,2025-12-04,18:09:44,1764846584,0d0h0min,0min ago,success
355139085085782,10.632852,103.54778,"10.632852,103.54778",4,Offline,2025-12-04,17:34:20,1764844460,0d0h36min,36min ago,success
355139085101589,10.634864,103.558072,"10.634864,103.558072",4,Offline,2025-12-04,15:16:10,1764836170,0d2h54min,2h ago,success
355139085095682,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4355d19h10min,11y ago,success
355139085089925,10.618938,103.529327,"10.618938,103.529327",2,Online,2025-12-04,18:09:29,1764846569,0d0h1min,1min ago,success
355139085088687,10.737905,104.398098,"10.737905,104.398098",2,Online,2025-12-04,18:10:20,1764846620,0d0h0min,0min ago,success
355139085088463,10.62356,103.533552,"10.62356,103.533552",4,Offline,2025-12-04,14:20:23,1764832823,0d3h50min,3h ago,success
355139085080155,11.573058,104.910127,"11.573058,104.910127",2,Online,2025-12-04,18:09:24,1764846564,0d0h1min,1min ago,success
355139085083985,10.657867,103.520388,"10.657867,103.520388",2,Online,2025-12-04,18:08:53,1764846533,0d0h1min,1min ago,success
355139085098579,11.642173,104.871101,"11.642173,104.871101",2,Online,2025-12-04,18:08:50,1764846530,0d0h1min,1min ago,success
355139085095377,10.637594,103.531633,"10.637594,103.531633",4,Offline,2025-08-08,04:16:01,1754601361,118d13h54min,3m ago,success
355139085098199,10.620023,103.516409,"10.620023,103.516409",4,Offline,2025-10-25,01:22:30,1761330150,40d16h48min,1m ago,success
355139085101035,13.652517,102.59289,"13.652517,102.59289",4,Offline,2025-12-04,12:34:28,1764826468,0d5h36min,5h ago,success
355139085096771,11.590139,104.897565,"11.590139,104.897565",4,Offline,2025-07-08,19:18:54,1751977134,148d22h51min,4m ago,success
355139085087671,10.634963,103.532195,"10.634963,103.532195",4,Offline,2025-11-19,13:13:35,1763532815,15d4h57min,15d ago,success
355139085094362,10.59828,103.627672,"10.59828,103.627672",4,Offline,2025-05-03,13:43:15,1746254595,215d4h27min,7m ago,success
355139085100458,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4355d19h10min,11y ago,success
355139085097894,13.636268,102.593315,"13.636268,102.593315",2,Online,2025-12-04,18:10:02,1764846602,0d0h0min,0min ago,success
355139085100516,10.629912,103.52058,"10.629912,103.52058",2,Online,2025-12-04,18:09:12,1764846552,0d0h1min,1min ago,success
355139085101142,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4355d19h10min,11y ago,success
355139085097514,11.541638,104.919547,"11.541638,104.919547",2,Online,2025-12-04,18:10:02,1764846602,0d0h0min,0min ago,success
355139085101365,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4355d19h10min,11y ago,success
355139085101480,10.567163,103.560011,"10.567163,103.560011",4,Offline,2025-12-04,17:22:57,1764843777,0d0h47min,47min ago,success
355139085096813,10.56732,103.560319,"10.56732,103.560319",4,Offline,2025-12-04,17:52:42,1764845562,0d0h17min,17min ago,success
355139085100607,11.59433,104.903495,"11.59433,104.903495",2,Online,2025-12-04,18:09:34,1764846574,0d0h1min,1min ago,success
355139085094750,11.556862,104.901685,"11.556862,104.901685",2,Online,2025-12-04,18:10:09,1764846609,0d0h0min,0min ago,success
355139085097407,10.610672,103.507084,"10.610672,103.507084",4,Offline,2025-12-04,17:53:44,1764845624,0d0h16min,16min ago,success
355139085097431,10.618475,103.517522,"10.618475,103.517522",4,Offline,2025-12-04,16:49:52,1764841792,0d1h20min,1h ago,success
355139085104583,11.528416,104.723489,"11.528416,104.723489",2,Online,2025-12-04,18:09:45,1764846585,0d0h0min,0min ago,success
355139085100615,11.551955,104.914022,"11.551955,104.914022",4,Offline,2025-03-14,06:12:15,1741907535,265d11h58min,8m ago,success
355139085100508,13.635883,102.583272,"13.635883,102.583272",4,Offline,2025-12-04,17:15:37,1764843337,0d0h55min,55min ago,success
355139085097076,10.608374,103.525914,"10.608374,103.525914",2,Online,2025-12-04,18:10:12,1764846612,0d0h0min,0min ago,success
355139085096714,10.586136,103.547648,"10.586136,103.547648",4,Offline,2025-11-10,02:39:20,1762717160,24d15h31min,24d ago,success
355139085093760,11.565837,104.855577,"11.565837,104.855577",2,Online,2025-12-04,18:08:54,1764846534,0d0h1min,1min ago,success
355139085101159,10.621539,103.509487,"10.621539,103.509487",2,Online,2025-12-04,18:09:56,1764846596,0d0h0min,0min ago,success
355139085100409,10.685979,104.395098,"10.685979,104.395098",2,Online,2025-12-04,18:08:48,1764846528,0d0h1min,1min ago,success
355139084405007,11.545718,104.89936,"11.545718,104.89936",4,Offline,2025-03-04,16:22:38,1741080158,275d1h48min,9m ago,success
355139085096888,11.533493,104.923931,"11.533493,104.923931",2,Online,2025-12-04,18:10:13,1764846613,0d0h0min,0min ago,success
355139085096946,12.460449,104.446404,"12.460449,104.446404",2,Online,2025-12-04,18:09:49,1764846589,0d0h0min,0min ago,success
355139085094388,11.609084,104.858139,"11.609084,104.858139",4,Offline,2025-03-01,01:06:11,1740765971,278d17h4min,9m ago,success
355139085096805,11.545098,104.900244,"11.545098,104.900244",2,Online,2025-12-04,18:10:18,1764846618,0d0h0min,0min ago,success
355139085101027,10.617543,103.533362,"10.617543,103.533362",2,Online,2025-12-04,18:08:45,1764846525,0d0h1min,1min ago,success
355139085099056,11.51726,104.872418,"11.51726,104.872418",2,Online,2025-12-04,18:10:02,1764846602,0d0h0min,0min ago,success
355139085096391,11.179244,104.646613,"11.179244,104.646613",2,Online,2025-12-04,18:09:32,1764846572,0d0h1min,1min ago,success
355139085097290,12.008662,105.450063,"12.008662,105.450063",2,Online,2025-12-04,18:07:20,1764846440,0d0h3min,3min ago,success
355139085095567,11.588883,104.8697,"11.588883,104.8697",2,Online,2025-12-04,18:10:11,1764846611,0d0h0min,0min ago,success
355139085101944,11.24438,105.434891,"11.24438,105.434891",2,Online,2025-12-04,18:08:17,1764846497,0d0h2min,2min ago,success
355139085097092,10.610799,103.521685,"10.610799,103.521685",2,Online,2025-12-04,18:09:16,1764846556,0d0h1min,1min ago,success
355139085100797,11.642392,102.930664,"11.642392,102.930664",4,Offline,2025-07-05,09:31:36,1751682696,152d8h39min,5m ago,success
355139085098330,11.076029,106.169963,"11.076029,106.169963",2,Online,2025-12-04,18:08:32,1764846512,0d0h2min,2min ago,success
355139085096920,11.056482,106.164094,"11.056482,106.164094",2,Online,2025-12-04,18:09:47,1764846587,0d0h0min,0min ago,success
355139085081104,11.546727,104.89719,"11.546727,104.89719",2,Online,2025-12-04,18:09:28,1764846568,0d0h1min,1min ago,success
355139085097415,11.612342,104.905535,"11.612342,104.905535",2,Online,2025-12-04,18:10:05,1764846605,0d0h0min,0min ago,success
355139085097522,10.590021,103.539318,"10.590021,103.539318",2,Online,2025-12-04,18:07:36,1764846456,0d0h3min,3min ago,success
355139085097175,11.148125,105.550601,"11.148125,105.550601",2,Online,2025-12-04,18:09:32,1764846572,0d0h1min,1min ago,success
355139085100524,13.66876,102.575123,"13.66876,102.575123",4,Offline,2025-08-26,03:59:14,1756155554,100d14h11min,3m ago,success
355139085100359,12.181478,105.127475,"12.181478,105.127475",4,Offline,2025-12-04,17:31:02,1764844262,0d0h39min,39min ago,success
355139085101316,10.601866,103.53077,"10.601866,103.53077",2,Online,2025-12-04,18:10:21,1764846621,0d0h0min,0min ago,success
355139085101332,10.610484,103.544027,"10.610484,103.544027",4,Offline,2025-12-04,14:23:26,1764833006,0d3h47min,3h ago,success
355139085097647,10.595132,103.622585,"10.595132,103.622585",2,Online,2025-12-04,18:08:33,1764846513,0d0h2min,2min ago,success
355139085094636,10.623455,103.529258,"10.623455,103.529258",2,Online,2025-12-04,18:10:20,1764846620,0d0h0min,0min ago,success
355139085105036,10.638713,103.5585,"10.638713,103.5585",4,Offline,2025-12-04,17:45:02,1764845102,0d0h25min,25min ago,success
355139085100953,10.625457,103.533318,"10.625457,103.533318",4,Offline,2025-12-04,16:16:57,1764839817,0d1h53min,1h ago,success
355139085097449,11.55677,104.874465,"11.55677,104.874465",2,Online,2025-12-04,18:09:42,1764846582,0d0h0min,0min ago,success
355139085101662,11.560252,104.894223,"11.560252,104.894223",4,Offline,2025-07-24,15:56:03,1753347363,133d2h14min,4m ago,success
355139085080056,11.570812,104.909852,"11.570812,104.909852",4,Offline,2025-06-28,17:37:09,1751107029,159d0h33min,5m ago,success
355139085101324,11.520094,104.884071,"11.520094,104.884071",2,Online,2025-12-04,18:08:47,1764846527,0d0h1min,1min ago,success
355139085100474,11.552142,104.876559,"11.552142,104.876559",4,Offline,2025-12-04,01:08:16,1764785296,0d17h2min,17h ago,success
355139085098314,10.609059,103.539102,"10.609059,103.539102",2,Online,2025-12-04,18:09:26,1764846566,0d0h1min,1min ago,success
355139085093539,10.624591,103.525442,"10.624591,103.525442",2,Online,2025-12-04,18:09:53,1764846593,0d0h0min,0min ago,success
355139085095906,11.569991,104.888146,"11.569991,104.888146",4,Offline,2024-10-30,16:32:32,1730280752,400d1h38min,1y ago,success
355139085093182,11.577577,104.880077,"11.577577,104.880077",2,Online,2025-12-04,18:07:56,1764846476,0d0h2min,2min ago,success
355139085101456,11.500265,104.804669,"11.500265,104.804669",2,Online,2025-12-04,18:10:19,1764846619,0d0h0min,0min ago,success
355139085100417,11.831694,105.854118,"11.831694,105.854118",4,Offline,2025-12-04,17:52:01,1764845521,0d0h18min,18min ago,success
355139085094149,10.610811,103.574659,"10.610811,103.574659",4,Offline,2025-12-04,06:23:29,1764804209,0d11h47min,11h ago,success
355139085097126,11.584959,104.902897,"11.584959,104.902897",2,Online,2025-12-04,18:10:14,1764846614,0d0h0min,0min ago,success
355139085094768,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4355d19h10min,11y ago,success
355139085104641,13.651865,102.558808,"13.651865,102.558808",4,Offline,2025-12-04,10:18:43,1764818323,0d7h51min,7h ago,success
355139084612040,11.081907,106.154772,"11.081907,106.154772",2,Online,2025-12-04,18:09:39,1764846579,0d0h1min,1min ago,success
355139085101563,10.604672,103.548352,"10.604672,103.548352",2,Online,2025-12-04,18:08:49,1764846529,0d0h1min,1min ago,success
355139085100961,11.244226,104.521533,"11.244226,104.521533",2,Online,2025-12-04,18:07:47,1764846467,0d0h2min,2min ago,success
355139085101910,10.628123,103.521004,"10.628123,103.521004",4,Offline,2025-06-21,06:59:56,1750463996,166d11h10min,5m ago,success
355139085101399,11.570125,104.922913,"11.570125,104.922913",2,Online,2025-12-04,18:09:32,1764846572,0d0h1min,1min ago,success
355139085101530,13.703601,102.589128,"13.703601,102.589128",2,Online,2025-12-04,18:07:32,1764846452,0d0h3min,3min ago,success
355139085096839,11.594647,104.860207,"11.594647,104.860207",4,Offline,2025-02-03,15:18:02,1738570682,304d2h52min,10m ago,success
355139085098124,10.637736,103.560148,"10.637736,103.560148",4,Offline,2025-05-25,08:46:58,1748137618,193d9h23min,6m ago,success
355139085097688,11.57552,104.920122,"11.57552,104.920122",2,Online,2025-12-04,18:10:14,1764846614,0d0h0min,0min ago,success
355139085101845,11.529877,104.846539,"11.529877,104.846539",2,Online,2025-12-04,18:09:34,1764846574,0d0h1min,1min ago,success
355139085104476,10.629252,103.510835,"10.629252,103.510835",2,Online,2025-12-04,18:08:16,1764846496,0d0h2min,2min ago,success
355139085101373,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4355d19h10min,11y ago,success
355139085094495,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4355d19h10min,11y ago,success
355139085101068,10.64342,103.537168,"10.64342,103.537168",2,Online,2025-12-04,18:05:25,1764846325,0d0h5min,5min ago,success
355139085098108,11.502504,104.765362,"11.502504,104.765362",2,Online,2025-12-04,18:08:07,1764846487,0d0h2min,2min ago,success
355139085099072,11.51971,104.8821,"11.51971,104.8821",2,Online,2025-12-04,18:09:25,1764846565,0d0h1min,1min ago,success
355139085095286,11.66757,104.850828,"11.66757,104.850828",2,Online,2025-12-04,18:10:14,1764846614,0d0h0min,0min ago,success
355139085098090,14.012964,103.653687,"14.012964,103.653687",4,Offline,2025-12-04,08:20:49,1764811249,0d9h49min,9h ago,success
355139085101340,10.610282,103.53263,"10.610282,103.53263",4,Offline,2025-12-04,17:49:44,1764845384,0d0h20min,20min ago,success
355139084614954,11.360194,104.939149,"11.360194,104.939149",2,Online,2025-12-04,18:08:02,1764846482,0d0h2min,2min ago,success
355139085099130,11.631039,104.937176,"11.631039,104.937176",2,Online,2025-12-04,18:09:00,1764846540,0d0h1min,1min ago,success
355139085097472,11.48281,104.919709,"11.48281,104.919709",4,Offline,2024-12-19,16:46:54,1734601614,350d1h23min,11m ago,success
355139085100938,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4355d19h10min,11y ago,success
355139085096367,10.624007,103.531731,"10.624007,103.531731",2,Online,2025-12-04,18:03:59,1764846239,0d0h6min,6min ago,success
355139085096748,11.595118,104.911297,"11.595118,104.911297",2,Online,2025-12-04,18:09:07,1764846547,0d0h1min,1min ago,success
355139085095278,11.79057,105.840462,"11.79057,105.840462",2,Online,2025-12-04,18:06:59,1764846419,0d0h3min,3min ago,success
355139085094321,11.824471,104.740669,"11.824471,104.740669",2,Online,2025-12-04,18:04:53,1764846293,0d0h5min,5min ago,success
355139085098173,11.614505,104.861401,"11.614505,104.861401",2,Online,2025-12-04,18:09:10,1764846550,0d0h1min,1min ago,success
355139085101449,11.167237,105.017478,"11.167237,105.017478",2,Online,2025-12-04,18:09:07,1764846547,0d0h1min,1min ago,success
355139085101084,10.775664,104.412567,"10.775664,104.412567",4,Offline,2024-12-03,16:25:27,1733217927,366d1h45min,1y ago,success
355139085104492,10.561067,104.277377,"10.561067,104.277377",2,Online,2025-12-04,18:10:20,1764846620,0d0h0min,0min ago,success
355139085090337,10.600824,103.533556,"10.600824,103.533556",2,Online,2025-12-04,18:07:26,1764846446,0d0h3min,3min ago,success
355139085096730,10.610877,103.524233,"10.610877,103.524233",4,Offline,2025-11-01,17:38:13,1761993493,33d0h32min,1m ago,success
355139085097266,11.545852,104.899151,"11.545852,104.899151",4,Offline,2025-03-13,22:05:35,1741878335,265d20h5min,8m ago,success
