imei,latitude,longitude,coordinates,datastatus,datastatus_description,hearttime_date,hearttime_time,hearttime_unix,TimeSinceUpdate,TimeAgo,status
355139085085147,13.678407,102.562937,"13.678407,102.562937",4,Offline,2025-09-10,17:35:20,1757500520,61d22h28min,2m ago,success
355139085083688,10.602026,103.560766,"10.602026,103.560766",2,Online,2025-11-11,16:00:59,1762851659,0d0h2min,2min ago,success
355139085101746,12.360042,106.47575,"12.360042,106.47575",4,Offline,2025-03-18,17:13:59,1742292839,237d22h49min,7m ago,success
355139085085246,11.590815,104.855251,"11.590815,104.855251",2,Online,2025-11-11,16:00:29,1762851629,0d0h2min,2min ago,success
355139085087655,11.53994,104.914043,"11.53994,104.914043",2,Online,2025-11-11,16:02:03,1762851723,0d0h1min,1min ago,success
355139085088042,13.675759,102.560943,"13.675759,102.560943",4,Offline,2025-09-02,09:53:13,1756781593,70d6h10min,2m ago,success
355139085104443,10.849808,104.478224,"10.849808,104.478224",2,Online,2025-11-11,16:02:29,1762851749,0d0h0min,0min ago,success
355139085093885,11.529727,104.89722,"11.529727,104.89722",2,Online,2025-11-11,16:01:41,1762851701,0d0h1min,1min ago,success
355139085088653,11.547737,104.885288,"11.547737,104.885288",4,Offline,2025-10-07,02:46:34,1759779994,35d13h16min,1m ago,success
355139085100839,11.537307,104.883135,"11.537307,104.883135",4,Offline,2024-09-11,14:01:17,1726038077,426d2h2min,1y ago,success
355139085087648,11.533627,104.8127,"11.533627,104.8127",4,Offline,2025-08-01,16:58:27,1754042307,101d23h4min,3m ago,success
355139085086376,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4332d17h3min,11y ago,success
355139085088372,13.676866,102.56234,"13.676866,102.56234",4,Offline,2025-09-19,16:30:27,1758274227,52d23h32min,1m ago,success
355139085087754,11.609274,102.996798,"11.609274,102.996798",2,Online,2025-11-11,16:03:02,1762851782,0d0h0min,0min ago,success
355139085086921,13.669083,102.574242,"13.669083,102.574242",4,Offline,2025-11-11,15:49:50,1762850990,0d0h13min,13min ago,success
355139085100284,13.67985,102.564504,"13.67985,102.564504",4,Offline,2025-11-11,10:09:28,1762830568,0d5h53min,5h ago,success
355139085087598,10.56856,103.558703,"10.56856,103.558703",4,Offline,2025-11-11,13:22:19,1762842139,0d2h41min,2h ago,success
355139085100482,11.076184,106.169988,"11.076184,106.169988",4,Offline,2025-04-12,21:46:30,1744469190,212d18h16min,7m ago,success
355139085086111,13.651059,102.596982,"13.651059,102.596982",4,Offline,2025-11-11,13:46:50,1762843610,0d2h16min,2h ago,success
355139085087036,10.620325,103.53085,"10.620325,103.53085",2,Online,2025-11-11,16:01:33,1762851693,0d0h1min,1min ago,success
355139085089040,10.627182,103.522252,"10.627182,103.522252",2,Online,2025-11-11,16:03:05,1762851785,0d0h0min,0min ago,success
355139085097480,11.561414,104.839278,"11.561414,104.839278",2,Online,2025-11-11,15:55:43,1762851343,0d0h7min,7min ago,success
355139085088695,11.545824,104.899297,"11.545824,104.899297",4,Offline,2025-08-30,12:14:38,1756530878,73d3h48min,2m ago,success
355139085101381,11.530984,104.864113,"11.530984,104.864113",4,Offline,2025-09-28,08:48:23,1759024103,44d7h15min,1m ago,success
355139085104591,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4332d17h3min,11y ago,success
355139085100425,11.559938,104.860713,"11.559938,104.860713",2,Online,2025-11-11,16:03:03,1762851783,0d0h0min,0min ago,success
355139085101936,11.516713,104.936102,"11.516713,104.936102",2,Online,2025-11-11,16:01:32,1762851692,0d0h1min,1min ago,success
355139085085394,10.635329,103.533924,"10.635329,103.533924",4,Offline,2025-08-28,15:15:33,1756368933,75d0h47min,2m ago,success
355139085085683,11.591247,104.897636,"11.591247,104.897636",2,Online,2025-11-11,16:00:39,1762851639,0d0h2min,2min ago,success
355139085085782,10.615874,103.531077,"10.615874,103.531077",2,Online,2025-11-11,16:00:18,1762851618,0d0h3min,3min ago,success
355139085101589,10.61341,103.502254,"10.61341,103.502254",4,Offline,2025-10-09,06:22:06,1759965726,33d9h41min,1m ago,success
355139085095682,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4332d17h3min,11y ago,success
355139085089925,10.622007,103.531468,"10.622007,103.531468",2,Online,2025-11-11,16:02:32,1762851752,0d0h0min,0min ago,success
355139085088687,10.626138,103.507736,"10.626138,103.507736",2,Online,2025-11-11,16:02:59,1762851779,0d0h0min,0min ago,success
355139085088463,10.622695,103.516644,"10.622695,103.516644",4,Offline,2025-11-11,12:01:23,1762837283,0d4h2min,4h ago,success
355139085080155,11.534543,104.894055,"11.534543,104.894055",2,Online,2025-11-11,16:03:03,1762851783,0d0h0min,0min ago,success
355139085083985,10.632886,103.520204,"10.632886,103.520204",2,Online,2025-11-11,15:57:35,1762851455,0d0h5min,5min ago,success
355139085098579,11.56858,104.895088,"11.56858,104.895088",2,Online,2025-11-11,16:02:22,1762851742,0d0h1min,1min ago,success
355139085095377,10.637594,103.531633,"10.637594,103.531633",4,Offline,2025-08-08,04:16:01,1754601361,95d11h47min,3m ago,success
355139085098199,10.620023,103.516409,"10.620023,103.516409",4,Offline,2025-10-25,01:22:30,1761330150,17d14h40min,17d ago,success
355139085101035,13.66185,102.551628,"13.66185,102.551628",4,Offline,2025-11-11,13:24:37,1762842277,0d2h38min,2h ago,success
355139085096771,11.590139,104.897565,"11.590139,104.897565",4,Offline,2025-07-08,19:18:54,1751977134,125d20h44min,4m ago,success
355139085087671,10.639704,103.554964,"10.639704,103.554964",2,Online,2025-11-11,15:56:25,1762851385,0d0h7min,7min ago,success
355139085094362,10.59828,103.627672,"10.59828,103.627672",4,Offline,2025-05-03,13:43:15,1746254595,192d2h20min,6m ago,success
355139085100458,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4332d17h3min,11y ago,success
355139085097894,13.658186,102.555213,"13.658186,102.555213",4,Offline,2025-11-11,14:11:40,1762845100,0d1h51min,1h ago,success
355139085100516,10.629768,103.520647,"10.629768,103.520647",4,Offline,2025-11-11,15:06:19,1762848379,0d0h57min,57min ago,success
355139085101142,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4332d17h3min,11y ago,success
355139085097514,11.591935,104.860929,"11.591935,104.860929",2,Online,2025-11-11,16:02:59,1762851779,0d0h0min,0min ago,success
355139085101365,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4332d17h3min,11y ago,success
355139085101480,10.567162,103.559965,"10.567162,103.559965",2,Online,2025-11-11,16:00:13,1762851613,0d0h3min,3min ago,success
355139085096813,10.601714,103.548094,"10.601714,103.548094",4,Offline,2025-11-11,15:43:12,1762850592,0d0h20min,20min ago,success
355139085100607,11.594259,104.903469,"11.594259,104.903469",2,Online,2025-11-11,16:02:43,1762851763,0d0h0min,0min ago,success
355139085094750,11.578978,104.840187,"11.578978,104.840187",2,Online,2025-11-11,16:03:03,1762851783,0d0h0min,0min ago,success
355139085097407,10.620873,103.526538,"10.620873,103.526538",2,Online,2025-11-11,16:00:10,1762851610,0d0h3min,3min ago,success
355139085097431,10.620372,103.510672,"10.620372,103.510672",4,Offline,2025-09-10,22:43:47,1757519027,61d17h19min,2m ago,success
355139085104583,11.529698,104.724128,"11.529698,104.724128",2,Online,2025-11-11,16:03:06,1762851786,0d0h0min,0min ago,success
355139085100615,11.551955,104.914022,"11.551955,104.914022",4,Offline,2025-03-14,06:12:15,1741907535,242d9h51min,8m ago,success
355139085100508,13.635929,102.582881,"13.635929,102.582881",4,Offline,2025-11-11,14:53:55,1762847635,0d1h9min,1h ago,success
355139085097076,10.610918,103.522204,"10.610918,103.522204",2,Online,2025-11-11,15:57:05,1762851425,0d0h6min,6min ago,success
355139085096714,10.586136,103.547648,"10.586136,103.547648",4,Offline,2025-11-10,02:39:20,1762717160,1d13h24min,1d ago,success
355139085093760,11.503788,104.855314,"11.503788,104.855314",2,Online,2025-11-11,16:00:30,1762851630,0d0h2min,2min ago,success
355139085101159,10.613728,103.52502,"10.613728,103.52502",2,Online,2025-11-11,16:02:56,1762851776,0d0h0min,0min ago,success
355139085100409,10.643918,103.913439,"10.643918,103.913439",2,Online,2025-11-11,16:02:45,1762851765,0d0h0min,0min ago,success
355139084405007,11.545718,104.89936,"11.545718,104.89936",4,Offline,2025-03-04,16:22:38,1741080158,251d23h40min,8m ago,success
355139085096888,11.58244,104.916846,"11.58244,104.916846",2,Online,2025-11-11,16:02:58,1762851778,0d0h0min,0min ago,success
355139085096946,12.453425,104.447024,"12.453425,104.447024",2,Online,2025-11-11,16:03:05,1762851785,0d0h0min,0min ago,success
355139085094388,11.609084,104.858139,"11.609084,104.858139",4,Offline,2025-03-01,01:06:11,1740765971,255d14h57min,8m ago,success
355139085096805,11.51952,104.99237,"11.51952,104.99237",2,Online,2025-11-11,16:00:49,1762851649,0d0h2min,2min ago,success
355139085101027,10.617522,103.533255,"10.617522,103.533255",2,Online,2025-11-11,16:00:06,1762851606,0d0h3min,3min ago,success
355139085099056,11.521004,104.862977,"11.521004,104.862977",2,Online,2025-11-11,16:03:05,1762851785,0d0h0min,0min ago,success
355139085096391,11.179197,104.646608,"11.179197,104.646608",2,Online,2025-11-11,16:01:51,1762851711,0d0h1min,1min ago,success
355139085097290,12.012024,105.455726,"12.012024,105.455726",2,Online,2025-11-11,16:02:53,1762851773,0d0h0min,0min ago,success
355139085095567,11.582308,104.843872,"11.582308,104.843872",2,Online,2025-11-11,16:02:48,1762851768,0d0h0min,0min ago,success
355139085101944,11.244254,105.435001,"11.244254,105.435001",4,Offline,2025-11-11,15:32:53,1762849973,0d0h30min,30min ago,success
355139085097092,10.88054,104.79631,"10.88054,104.79631",2,Online,2025-11-11,16:01:54,1762851714,0d0h1min,1min ago,success
355139085100797,11.642392,102.930664,"11.642392,102.930664",4,Offline,2025-07-05,09:31:36,1751682696,129d6h31min,4m ago,success
355139085098330,11.076103,106.169938,"11.076103,106.169938",2,Online,2025-11-11,15:57:02,1762851422,0d0h6min,6min ago,success
355139085096920,11.062552,106.120758,"11.062552,106.120758",2,Online,2025-11-11,16:00:42,1762851642,0d0h2min,2min ago,success
355139085081104,11.546775,104.897153,"11.546775,104.897153",2,Online,2025-11-11,16:02:15,1762851735,0d0h1min,1min ago,success
355139085097415,11.559858,104.919555,"11.559858,104.919555",2,Online,2025-11-11,16:02:49,1762851769,0d0h0min,0min ago,success
355139085097522,11.857122,105.363681,"11.857122,105.363681",4,Offline,2025-11-10,10:04:29,1762743869,1d5h58min,1d ago,success
355139085097175,10.625345,103.516899,"10.625345,103.516899",4,Offline,2025-11-11,15:46:03,1762850763,0d0h17min,17min ago,success
355139085100524,13.66876,102.575123,"13.66876,102.575123",4,Offline,2025-08-26,03:59:14,1756155554,77d12h4min,2m ago,success
355139085100359,12.182854,105.128686,"12.182854,105.128686",4,Offline,2025-09-11,00:39:42,1757525982,61d15h23min,2m ago,success
355139085101316,10.617876,103.526333,"10.617876,103.526333",2,Online,2025-11-11,15:54:07,1762851247,0d0h9min,9min ago,success
355139085101332,10.610952,103.536388,"10.610952,103.536388",4,Offline,2025-11-11,13:20:14,1762842014,0d2h43min,2h ago,success
355139085097647,10.59503,103.622712,"10.59503,103.622712",2,Online,2025-11-11,16:01:37,1762851697,0d0h1min,1min ago,success
355139085094636,10.640793,103.51647,"10.640793,103.51647",2,Online,2025-11-11,16:02:57,1762851777,0d0h0min,0min ago,success
355139085105036,10.638836,103.557878,"10.638836,103.557878",4,Offline,2025-11-11,13:30:36,1762842636,0d2h32min,2h ago,success
355139085100953,10.625074,103.51837,"10.625074,103.51837",4,Offline,2025-11-11,15:52:29,1762851149,0d0h10min,10min ago,success
355139085097449,11.475559,104.979057,"11.475559,104.979057",4,Offline,2025-11-11,15:51:39,1762851099,0d0h11min,11min ago,success
355139085101662,11.560252,104.894223,"11.560252,104.894223",4,Offline,2025-07-24,15:56:03,1753347363,110d0h7min,3m ago,success
355139085080056,11.570812,104.909852,"11.570812,104.909852",4,Offline,2025-06-28,17:37:09,1751107029,135d22h26min,4m ago,success
355139085101324,11.544287,104.893163,"11.544287,104.893163",2,Online,2025-11-11,16:02:14,1762851734,0d0h1min,1min ago,success
355139085100474,14.234529,104.080195,"14.234529,104.080195",2,Online,2025-11-11,16:02:18,1762851738,0d0h1min,1min ago,success
355139085098314,10.610158,103.532214,"10.610158,103.532214",4,Offline,2025-11-11,15:28:46,1762849726,0d0h34min,34min ago,success
355139085093539,10.625233,103.524904,"10.625233,103.524904",2,Online,2025-11-11,16:01:48,1762851708,0d0h1min,1min ago,success
355139085095906,11.569991,104.888146,"11.569991,104.888146",4,Offline,2024-10-30,16:32:32,1730280752,376d23h30min,1y ago,success
355139085093182,12.332528,106.051055,"12.332528,106.051055",2,Online,2025-11-11,16:01:29,1762851689,0d0h1min,1min ago,success
355139085101456,11.499942,104.818787,"11.499942,104.818787",2,Online,2025-11-11,16:02:53,1762851773,0d0h0min,0min ago,success
355139085100417,11.070757,106.167533,"11.070757,106.167533",2,Online,2025-11-11,16:01:30,1762851690,0d0h1min,1min ago,success
355139085094149,10.625166,103.561147,"10.625166,103.561147",4,Offline,2025-09-11,04:59:12,1757541552,61d11h4min,2m ago,success
355139085097126,11.244035,104.539867,"11.244035,104.539867",2,Online,2025-11-11,16:01:03,1762851663,0d0h2min,2min ago,success
355139085094768,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4332d17h3min,11y ago,success
355139085104641,13.292331,102.571616,"13.292331,102.571616",2,Online,2025-11-11,16:01:56,1762851716,0d0h1min,1min ago,success
355139084612040,11.05675,106.140024,"11.05675,106.140024",2,Online,2025-11-11,15:59:53,1762851593,0d0h3min,3min ago,success
355139085101563,10.622009,103.559893,"10.622009,103.559893",2,Online,2025-11-11,15:59:54,1762851594,0d0h3min,3min ago,success
355139085100961,11.244203,104.521547,"11.244203,104.521547",2,Online,2025-11-11,15:59:54,1762851594,0d0h3min,3min ago,success
355139085101910,10.628123,103.521004,"10.628123,103.521004",4,Offline,2025-06-21,06:59:56,1750463996,143d9h3min,4m ago,success
355139085101399,11.565669,104.931333,"11.565669,104.931333",2,Online,2025-11-11,16:02:09,1762851729,0d0h1min,1min ago,success
355139085101530,13.672161,102.576877,"13.672161,102.576877",2,Online,2025-11-11,16:02:52,1762851772,0d0h0min,0min ago,success
355139085096839,11.594647,104.860207,"11.594647,104.860207",4,Offline,2025-02-03,15:18:02,1738570682,281d0h45min,9m ago,success
355139085098124,10.637736,103.560148,"10.637736,103.560148",4,Offline,2025-05-25,08:46:58,1748137618,170d7h16min,5m ago,success
355139085097688,11.601438,104.803963,"11.601438,104.803963",2,Online,2025-11-11,16:01:36,1762851696,0d0h1min,1min ago,success
355139085101845,11.535981,104.845838,"11.535981,104.845838",2,Online,2025-11-11,15:55:22,1762851322,0d0h8min,8min ago,success
355139085104476,10.629234,103.510942,"10.629234,103.510942",2,Online,2025-11-11,16:01:07,1762851667,0d0h2min,2min ago,success
355139085101373,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4332d17h3min,11y ago,success
355139085094495,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4332d17h3min,11y ago,success
355139085101068,10.62366,103.529448,"10.62366,103.529448",4,Offline,2025-11-11,15:37:59,1762850279,0d0h25min,25min ago,success
355139085098108,11.520444,104.797214,"11.520444,104.797214",4,Offline,2025-11-11,15:47:08,1762850828,0d0h16min,16min ago,success
355139085099072,11.290265,105.396036,"11.290265,105.396036",2,Online,2025-11-11,16:02:57,1762851777,0d0h0min,0min ago,success
355139085095286,11.657086,104.851567,"11.657086,104.851567",2,Online,2025-11-11,16:02:39,1762851759,0d0h0min,0min ago,success
355139085098090,14.012964,103.653687,"14.012964,103.653687",4,Offline,2025-09-11,03:32:47,1757536367,61d12h30min,2m ago,success
355139085101340,10.611233,103.533338,"10.611233,103.533338",4,Offline,2025-11-11,15:31:57,1762849917,0d0h31min,31min ago,success
355139084614954,11.429295,104.812063,"11.429295,104.812063",2,Online,2025-11-11,16:01:51,1762851711,0d0h1min,1min ago,success
355139085099130,11.630952,104.937154,"11.630952,104.937154",2,Online,2025-11-11,16:01:24,1762851684,0d0h2min,2min ago,success
355139085097472,11.48281,104.919709,"11.48281,104.919709",4,Offline,2024-12-19,16:46:54,1734601614,326d23h16min,10m ago,success
355139085100938,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,4332d17h3min,11y ago,success
355139085096367,10.642995,103.514047,"10.642995,103.514047",2,Online,2025-11-11,16:02:07,1762851727,0d0h1min,1min ago,success
355139085096748,11.58006,104.919432,"11.58006,104.919432",2,Online,2025-11-11,16:01:55,1762851715,0d0h1min,1min ago,success
355139085095278,11.785287,105.837077,"11.785287,105.837077",4,Offline,2025-09-10,23:34:36,1757522076,61d16h28min,2m ago,success
355139085094321,11.820972,104.74244,"11.820972,104.74244",4,Offline,2025-11-11,15:45:24,1762850724,0d0h18min,18min ago,success
355139085098173,11.614389,104.861325,"11.614389,104.861325",2,Online,2025-11-11,16:02:48,1762851768,0d0h0min,0min ago,success
355139085101449,11.16726,105.017436,"11.16726,105.017436",2,Online,2025-11-11,16:00:07,1762851607,0d0h3min,3min ago,success
355139085101084,10.775664,104.412567,"10.775664,104.412567",4,Offline,2024-12-03,16:25:27,1733217927,342d23h37min,11m ago,success
355139085104492,11.569644,102.955727,"11.569644,102.955727",2,Online,2025-11-11,16:02:18,1762851738,0d0h1min,1min ago,success
355139085090337,10.600873,103.533477,"10.600873,103.533477",2,Online,2025-11-11,15:56:10,1762851370,0d0h7min,7min ago,success
355139085096730,10.610877,103.524233,"10.610877,103.524233",4,Offline,2025-11-01,17:38:13,1761993493,9d22h25min,9d ago,success
355139085097266,11.545852,104.899151,"11.545852,104.899151",4,Offline,2025-03-13,22:05:35,1741878335,242d17h57min,8m ago,success
